37,55,0.41797,0,0,0,good
37,55,0.4271,0,0,0,good
37,55,0.39639,0,0,0,good
38,55,0.22041,0,0,0,good
38,55,0.43125,0,0,0,good
38,55,0.45947,0,0,0,good
38,55,0.40386,0,0,0,good
38,55,0.48438,0,0,0,good
38,55,0.36733,0,0,0,good
38,55,0.452,0,0,0,good
38,55,0.50513,0,0,0,good
38,55,0.40386,0,0,0,good
38,55,0.43208,0,0,0,good
38,55,0.44536,0,0,0,good
38,55,0.40386,0,0,0,good
38,55,0.44536,0,0,0,good
38,55,0.41216,0,0,0,good
38,55,0.41548,0,0,0,good
38,55,0.47939,0,0,0,good
38,55,0.31753,0,0,0,good
38,55,0.16563,0,0,0,good
38,55,0.35156,0,0,0,good
38,55,0.37065,0,0,0,good
38,55,0.41797,0,0,0,good
38,55,0.54331,0,0,0,good
38,55,0.36484,0,0,0,good
38,55,0.32002,0,0,0,good
38,55,0.33496,0,0,0,good
38,55,0.37896,0,0,0,good
38,55,0.40635,0,0,0,good
38,55,0.36401,0,0,0,good
38,55,0.3939,0,0,0,good
38,55,0.55493,0,0,0,good
38,55,0.44287,0,0,0,good
38,55,0.38394,0,0,0,good
38,55,0.43125,0,0,0,good
38,55,0.49185,0,0,0,good
38,55,0.35571,0,0,0,good
38,55,0.43623,0,0,0,good
38,55,0.32168,0,0,0,good
38,55,0.31421,0,0,0,good
38,55,0.56738,0,0,0,good
38,55,0.41797,0,0,0,good
38,55,0.3939,0,0,0,good
38,55,0.49517,0,0,0,good
38,55,0.3939,0,0,0,good
38,55,0.40552,0,0,0,good
38,55,0.44453,0,0,0,good
38,55,0.26108,0,0,0,good
38,55,0.53667,0,0,0,good
38,55,0.38975,0,0,0,good
38,60,0.44619,0,0,0,good
38,55,0.48188,0,0,0,good
38,55,0.36899,0,0,0,good
38,55,0.33828,0,0,0,good
38,55,0.41797,0,0,0,good
38,55,0.41797,0,0,0,good
38,55,0.41797,0,0,0,good
38,55,0.41133,0,0,0,good
38,55,0.45532,0,0,0,good
38,55,0.48521,0,0,0,good
38,55,0.39058,0,0,0,good
38,60,0.46943,0,0,0,good
38,55,0.44453,0,0,0,good
38,54,0.45366,0,0,0,good
38,54,0.15151,0,0,0,good
38,54,0.38394,0,0,0,good
38,54,0.48022,0,0,0,good
38,54,0.33828,0,0,0,good
38,60,0.47026,0,0,0,good
38,54,0.41714,0,0,0,good
38,54,0.23784,0,0,0,good
38,54,0.43291,0,0,0,good
38,54,0.41631,0,0,0,good
38,54,0.46445,0,0,0,good
38,54,0.45283,0,0,0,good
38,54,0.452,0,0,0,good
38,54,0.31172,0,0,0,good
38,54,0.41548,0,0,0,good
38,54,0.51675,0,0,0,good
38,54,0.29761,0,0,0,good
38,60,0.34409,0,0,0,good
38,54,0.4022,0,0,0,good
38,54,0.38975,0,0,0,good
38,54,0.41631,0,0,0,good
38,54,0.46694,0,0,0,good
38,54,0.47109,0,0,0,good
38,54,0.42378,0,0,0,good
38,54,0.46694,0,0,0,good
38,54,0.43374,0,0,0,good
38.1,54,0.40137,0,0,0,good
38.1,54,0.34658,0,0,0,good
38.1,54,0.41797,0,0,0,good
38.1,54,0.43374,0,0,0,good
38.1,60,0.34409,0,0,0,good
38.1,54,0.33413,0,0,0,good
38.1,54,0.28018,0,0,0,good
38.1,54,0.46279,0,0,0,good
38,54,0.45366,0,0,0,good
38,54,0.42212,0,0,0,good
38,56,0.45532,3454,2046,384,bad
38,56,0.51841,3170,1813,111,bad
38,56,0.45781,928,1731,162,bad
38,56,0.7334,2993,400,220,bad
38,56,0.42129,751,154,199,bad
38,60,0.30923,705,803,393,bad
38,56,0.37979,3287,1681,291,bad
38,56,0.31255,3360,1142,336,bad
38,56,0.47358,266,1987,2859,bad
38,56,0.47109,46,0,116,bad
38,56,0.12744,6,0,32,bad
38,56,0.36401,150,0,4095,bad
38,56,0.47773,2746,929,4095,bad
38,56,0.44536,80,1173,4095,bad
38,56,0.39971,1737,0,823,bad
38,56,0.39722,2480,0,2610,bad
38,56,0.29844,48,0,4095,bad
38,56,0.45449,359,0,596,bad
38,60,0.43208,42,1590,4095,bad
38,56,0.21294,98,0,354,bad
38,56,0.4437,7,0,167,bad
38,56,0.38643,208,0,139,bad
38,56,0.42295,17,0,30,bad
38,56,0.4437,0,0,253,bad
38,56,0.37065,542,0,118,bad
38,56,0.20547,90,688,4095,bad
38,56,0.44453,80,1436,3796,bad
38,56,0.45283,160,0,218,bad
38,56,0.42046,568,0,60,bad
38,56,0.35986,22,0,25,bad
38,56,0.33579,0,0,112,bad
38,56,0.0876,107,0,7,bad
38,56,0.38809,70,0,0,bad
38,57,0.33828,81,0,132,bad
38,57,0.41797,80,0,250,bad
38,57,0.40054,129,0,27,bad
38,57,0.44204,96,0,178,bad
38,57,0.23203,13,0,7,bad
38,57,0.38643,21,0,0,bad
38,57,0.44204,83,0,0,bad
38,57,0.44204,41,0,70,bad
37,58,0.44121,261,0,0,bad
37,58,0.00874,17,0,0,bad
37,58,0.3856,584,0,0,bad
37,58,0.45283,80,0,0,bad
37,58,0.43706,80,0,0,bad
37,58,0.42876,251,0,0,bad
37,58,0.42378,144,0,0,bad
37,59,0.10503,0,0,4095,bad
37,59,0.4686,0,0,4095,bad
37,59,0.41382,0,0,252,bad
37,59,0.49766,0,0,81,bad
37,59,0.38228,0,0,4095,bad
37,59,0.37148,0,0,419,bad
37,55,0.14072,0,0,452,bad
37,55,0.37813,0,0,379,bad
37,55,0.46445,0,0,33,bad
37,55,0.44287,0,0,4095,bad
37,59,0.41548,0,0,175,bad
37,59,0.38228,0,0,166,bad
37,59,0.13325,0,1926,75,bad
37,59,0.43457,0,802,108,bad
37,59,0.37397,0,70,147,bad
37,59,0.41797,0,73,15,bad
37,59,0.44204,0,1609,45,bad
37,59,0.44785,55,1623,24,bad
37,59,0.11001,0,1632,38,bad
37,55,0.47607,0,0,26,bad
37,55,0.41797,0,62,29,bad
37,55,0.42876,0,1435,0,bad
37,55,0.30757,0,1378,38,bad
37,59,0.46362,35,131,64,bad
37,59,0.13906,0,0,46,bad
37,60,0.40552,0,1002,27,bad
